RAZON SOCIAL,RFC,Segmentos
SERVIGAS SAN FRANCISCO S.A. DE C.V.,SSF0402023X3,Gasolineras
"SERVICIOS SIMPA, S.A. DE C.V.",SSI031217JG3,Gasolineras
SEMAGAM SERVICIO Y MATERIAL PARA GASOLINERAS DE MEXICO SA DE CV,SSM1304184W0,Gasolineras
SERVICIOS A LA NAVEGACION EN EL ESPACIO AEREO MEXICANO,SSN051121AI7,Educación Privada
S.C.T. SERVICIO A LA NAVEGACION EN EL ESPACIO AEREO MEXICANO,SSN051121AI7,Educación Privada
SERVICIO DE SALUD PUBLICA DEL DISTRITO FEDERAL,SSP9707038T0,Hospitales Privados
SUPER SERVICIO DEL RIO SA DE CV,SSR7607088Q3,Gasolineras
SUBURBIA S. DE R.L. DE C.V.,SUB910603SB3,Departamentales
SECUNDARIA VESPERTINA SIMON BOLIVAR AC,SVS8609108J4,Educación Privada
TRANSFORMACION DE ACERO Y CONSTRUCCIONES SA DE CV,TAC0804045GA,Acero
TECNOLOGIA AUTOMOTRIZ COLIMA SA DE CV,TAC111011961,Agencias Automotrices
TEXTILES DE AGUASCALIENTES S DE RL MI,TAG0101251F0,Manufactura Industria Textil
TAJIN SA DE CV,TAJ670527443,Educación Privada
TERMINAL DE AUTOBUSES DE PASAJEROS DE ORIENTE S.A. DE C.V.,TAP721124IU7,Centrales de Autobuses
TRACTOCAMIONES BASURTO SA DE CV,TBA050301AA3,Carrocerías y remolques
TIENDA COMERCIAL MEXICANA,TCM951030A17,Autoservicios
"TENME CONSTRUCCIONES, S.A. DE C.V.",TCO0208299A6,NC Edificación Comercial
TECNORAMPAS SA DE CV,TEC080710M22,Estructuras Metálicas
TECONOLOGIA EN EQUIPOS INOXIDABLE S.A.,TEI7209049U6,Maquinaria y Equipo
TEJAS PORTILLA PEDRO.,TEPP820920F67,Concesionarios Comex
TEXTIL EQUIS SA DE CV,TEQ120706N21,Manufactura Industria Textil
TECNOLOGICO DE ESTUDIOS SUPERIORES DEL ORIENTE DEL ESTDO DE MEXICO,TES970829JF3,Educacion Publica
TEXTITROM S.A DE C.V,TEX890301189,Manufactura Industria Textil
TRANSPORTES Y GRUAS ESPECIALIZADAS PHEVAC SA DE CV,TGE1001122F0,Carrocerías y remolques
TIFAM INMOBILIARIA SA DE CV,TIN0810133R8,Oficinas e Inmobiliarias
TEXTILES LAMINADOS Y BONDEADOS S.A. DE C.V.,TLB010531AW7,Manufactura Industria Textil
TIENDAS LORES SA DE CV,TLO911230JF8,Pequeños Negocios
TRANSFORMACEROS MEXICO S.A DE C.V,TME100907BM6,Acero
TELESET MEXICO S.DE RL.DE C.V.,TME1307019Q3,Televisión
"TELETEC DE MEXICO, S.A.P.I. DE C.V.",TME910924TL5,Televisión
TECNO MOBILE S.A DE C.V,TMO040127AG3,Carpinterías
TRANSPORTES ORTA SA DE CV,TOR9807203M4,Carrocerías y remolques
TRANSPORTES Y SERVICIOS DE COMERCIO EXTERIOR TREXT SA DE CV,TSC141031CI0,Pequeños Negocios
TIENDAS SORIANA S.A.DE C.V.,TSO991022PB6,Autoservicios
360 VIVIENDA SA DE CV,TSV110929L28,NC Vivienda Interes Social
TURISMO Y TRANSPORTE AUTOCARES DE MEXICO S.A. DE C.V.,TTA0702165A5,Hoteles
TIENTDAS TRES B S.A. DE C.V.,TTB040915CY9,Autoservicios
TEXTILE TESTING SERVICES OF AMERICA S.A. DE C.V.,TTS080523QF6,Manufactura Industria Textil
UNIVERCIDAD AUTONOMA DEL ESTADO DE MEXICO,UAE560321II2,Educacion Publica
UNIVERDIDAD CATOLICA LUMEN GETIUM AC,UCL010209NS8,Educación Privada
URBANIZACIONES Y CONSTRUCCIONES LOS MANANTIALES SA DE CV,UCM1302197C6,NC Edificación Comercial
UNIDAD DE GASOLINERAS S.A. DE C.V.,UGA980608G31,Gasolineras
UNION GANADERA REGIONAL DE CHIHUAHUA,UGR360921M6A,Manufactura Alimentos
ESC SEC TECNICA N0 54 PROF LEONCIO ISAAC SALAZAR CASTILLO,UIE920518PI5,Educacion Publica
ESCUELA PRIMARIA JUAN E. RENDON RIOS T.M.,UIE920518PI5,Educacion Publica
UNIDAD DE INTEGRACION EDUCATIVA NUEVO LEON,UIE920518PI5,Educación Privada
"UNILEVER DE MEXICO, S. DE R.L. DE C.V.",UME651115N48,Manufactura Alimentos
UNIVERSIDAD DE MORELIA S.C.,UMO971230T86,Educacion Publica
"UNIVERSIDAD DEL NORTE, AC",UNO781104V5A,Educacion Publica
UNIDAD PEDAGOGICA ARISTOTELES SOCIEDAD CIVIL,UPA080701H75,Educación Privada
UNIVERSIDAD POLITECNICA DE CHIMALHUACAN,UPC1401139E8,Educación Privada
"UNIFORMES Y PROMOCIONALES, S.A. DE C.V.",UPR970521MC4,Manufactura Industria Textil
UNIVERSIDAD DE LA REPUBLICA MEXICANA SC,URM010221JM2,Educacion Publica
U SERVERS COMUNICACIONES SC,USC010611JS3,Mantenimiento Carreteras y Caminos
US.CONSTRUCTORA S.A DE C.V,USC040223HX8,NC Edificación Comercial
UNIDAD DE SERVICIOS EDUCATIVOS DEL ESTADO DE TLAXCALA,USE9205217S8,Educación Privada
UNIVERSIDAD VICENTE GUERRERO A.C.,UVG030226S82,Educación Privada
VIDRIOS Y ALUMINIO SOLAGREY SA DE CV,VAS970220TG5,Herrerías
VERA CONSTRUCCIONES ESTUDIOS Y SERVICIOS DE INGENIERIA S.A. DE C.V.,VCE970801KM0,NC Edificación Comercial
VICHOUSE CONSTRUCCIONES S.A. DE C.V.,VCO111115HX9,NC Edificación Comercial
VIAJES GOTA S.A DE C.V,VGO991209717,Pequeños Negocios
VIDATER INMUEBLES S.A. DE C.V.,VIN970422CC8,Oficinas e Inmobiliarias
VENTANAS DE MADERA S.A. DE C.V.,VMA011121M79,Carpinterías
VERSATIL PUBLICIDAD VISUAL SA DE CV,VPV000110RB7,Agencias Publicidad
VOGGA TECNOLOGIA ECOLOGICA SA DE CV.,VTE960423HT7,NC Edificación Comercial
2W PLASTICOS S.A DE C.V,WPL120613PX9,Industria Química
JARDIN DE NIÑOS MARIANO AZUELA,XAXX01010100,Educacion Publica
VICTOR MANUEL CASTRO,XAXX01010100,Educacion Publica
MARIA FLEMATE,XAXX01010100,Educacion Publica
FERRETERIA LA TRINIDAD,XAXX01010100,Educacion Publica
OFELIA BECERRA VALDOVINOS,XAXX01010100,Educacion Publica
JOSE CORTEZ,XAXX01010100,Educacion Publica
VICTOR MANUEL ECHAVARIA RUIZ,XAXX01010100,Educacion Publica
RAQUEL JACOBO RODRIGUEZ,XAXX01010100,Educacion Publica
SARA ARMAS GOMEZ,XAXX01010100,Educacion Publica
LA PALOMA,XAXX01010100,Educacion Publica
FELIPE RECENDIS,XAXX01010100,Educacion Publica
CANDELARIO MEDINA LARA,XAXX01010100,Educacion Publica
JUAN CARLOS RAMIREZ ORTEGA,XAXX01010100,Educacion Publica
JAVIER GALLARDO GARCIA,XAXX01010100,Educacion Publica
MOISES GUTIERREZ PEDROZA,XAXX01010100,Educacion Publica
ESCUELA COLEGIO REBSAMEN,XAXX01010100,Educacion Publica
CLIENTE MOSTRADOR,XAXX01010100,Concesionarios Comex
SEP COOPERATIVA ESCOLAR DE LA EST N-86 .,XAXX010101000,Departamentales
CECILIA GAITAN AVILEZ,XAXX010101000,Departamentales
ESCUELA PRIMARIA GENERAL IGNACIO ZARAGOZA,XAXX010101000,Departamentales
CESAR SALINAS LEAL,XAXX010101000,Departamentales
VENTA MESES,XAXX010101000,Departamentales
OFELIA CUEVA FUENTES,XAXX010101000,Departamentales
JUAN REYNA GARCIA,XAXX010101000,Departamentales
DR. ABRAHAM EUGENIO LOZANO MAGAÑA,XAXX010101000,Departamentales
OVIDIO GARCIA BELTRAN,XAXX010101000,Departamentales
CLIENTE SIN PROMOCIONES SIN PROMOCION,XAXX010101000,Departamentales
PINTATEO VENTAS MOSTRADOR,XAXX010101000,Concesionarios Comex
JOSE AGUSTIN SALAZAR OROSCO,XAXX010101000,Departamentales
HUGO EDUARDO CAVAZOS TAMEZ,XAXX010101000,Departamentales
CLIENTE MOSTRADOR .,XAXX010101000,Concesionarios Comex
RESTAURANT LETY'S SA DE CV,XAXX010101000,Departamentales
COMEX LA SOLEDAD,XAXX010101000,Departamentales
SERGIO MARROQUIN SANCHEZ,XAXX010101000,Departamentales
EDUARDO CAVAZOS GARCIA,XAXX010101000,Departamentales
ADALBERTO NOE CAVAZOS CHAVEZ,XAXX010101000,Departamentales
AZAEL SILVA ALVARADO,XAXX010101000,Departamentales
SANDRA GUADALUPE LEAL RIOS,XAXX010101000,Departamentales
XIC XANAC SPR DE RI,XXA0708108E5,Hoteles
VENTAS MOSTRADOR 1,XXXX010101A01,Concesionarios Comex
"YAKULT,S.A. DE C.V",YAK800303JA7,Manufactura Alimentos
YAJAM CONSTRUCTORA SA DE CV,YCO0901237E9,NC Edificación Comercial
"YOSPRIC, GRUPO INMOBILIARIO SA DE CV",YGI111108346,Oficinas e Inmobiliarias
ZAGO CONSTRUCCIONES S.A DE C.V,ZCO900806D76,NC Edificación Comercial
ZAPATERIA LOS PEREZ DE LOS TUXTLAS S A DE C V,ZPT8709249N2,Pequeños Negocios
"ZITRO SERVICIOS INMOBILIARIOS, S.A. DE C.V.",ZSI0506219G1,Oficinas e Inmobiliarias
